raw_sentence,tag,cleaned_sentence
"displays the potential for a better movie than what bailly manages to deliver
",negative,display the potential for a well movie than what bailly manage to deliver
"so exaggerated and broad that it comes off as annoying rather than charming . 
",negative,so exaggerated and broad that it come off as annoying rather than charming
"an awkward hybrid of genres that just doesn't work . 
",negative,an awkward hybrid of genre that just do not work
"the latest vapid actor's exercise to appropriate the structure of arthur schnitzler's reigen . 
",negative,the late vapid actor  exercise to appropriate the structure of arthur schnitzler  reigen
"snipes is both a snore and utter tripe . 
",negative,snipe be both a snore and utter tripe
"ritchie's film is easier to swallow than wertmuller's polemical allegory , but it's self-defeatingly decorous . 
",negative,ritchie  film be easy to swallow than wertmuller  polemical allegory but it be self defeatingly decorous
"chalk it up as the worst kind of hubristic folly . 
",negative,chalk it up as the bad kind of hubristic folly
"it's the kind of under-inspired , overblown enterprise that gives hollywood sequels a bad name . 
",negative,it be the kind of under inspire overblown enterprise that give hollywood sequel a bad name
"rosenthal ( halloween ii ) seems to have forgotten everything he ever knew about generating suspense . 
",negative,rosenthal halloween ii seem to have forget everything he ever know about generating suspense
"even murphy's expert comic timing and famed charisma can't rescue this effort . 
",negative,even murphy  expert comic timing and famed charisma ca not rescue this effort
"rodriguez . . . was unable to reproduce the special spark between the characters that made the first film such a delight . 
",negative,rodriguez be unable to reproduce the special spark between the character that make the first film such a delight
"a sleek advert for youthful anomie that never quite equals the sum of its pretensions . 
",negative,a sleek advert for youthful anomie that never quite equal the sum of its pretension
"some body smacks of exhibitionism more than it does cathartic truth telling . 
",negative,some body smack of exhibitionism more than it do cathartic truth tell
"this isn't a terrible film by any means , but it's also far from being a realized work . 
",negative,this be not a terrible film by any mean but it be also far from be a realize work
"apparently , romantic comedy with a fresh point of view just doesn't figure in the present hollywood program . 
",negative,apparently romantic comedy with a fresh point of view just do not figure in the present hollywood program
"a lame comedy . 
",negative,a lame comedy
"depressingly thin and exhaustingly contrived . only masochistic moviegoers need apply . 
",negative,depressingly thin and exhaustingly contrived only masochistic moviegoer need apply
"a movie that's held captive by mediocrity . not bad , but not all that good . bacon keeps things interesting , but don't go out of your way to pay full price . 
",negative,a movie that be hold captive by mediocrity not bad but not all that good bacon keep thing interesting but do not go out of your way to pay full price
"what's next ? rob schneider , dana carvey and sarah michelle gellar in the philadelphia story ? david spade as citizen kane ? 
",negative,what be next rob schneider dana carvey and sarah michelle gellar in the philadelphia story david spade as citizen kane
"can't seem to get anywhere near the story's center . 
",negative,ca not seem to get anywhere near the story  center
"the problem , amazingly enough , is the screenplay . 
",negative,the problem amazingly enough be the screenplay
"it's a frankenstein-monster of a film that doesn't know what it wants to be . 
",negative,it be a frankenstein monster of a film that do not know what it want to be
"upper west sidey exercise in narcissism and self-congratulation disguised as a tribute . 
",negative,upper west sidey exercise in narcissism and self congratulation disguise as a tribute
"on its icy face , the new film is a subzero version of monsters , inc . , without the latter's imagination , visual charm or texture . 
",negative,on its icy face the new film be a subzero version of monster inc without the latter  imagination visual charm or texture
"i can't say this enough : this movie is about an adult male dressed in pink jammies . 
",negative,I ca not say this enough this movie be about an adult male dress in pink jammie
"it's a mindless action flick with a twist -- far better suited to video-viewing than the multiplex . 
",negative,it be a mindless action flick with a twist far well suit to video view than the multiplex
"after a while , the only way for a reasonably intelligent person to get through the country bears is to ponder how a whole segment of pop-music history has been allowed to get wet , fuzzy and sticky . 
",negative,after a while the only way for a reasonably intelligent person to get through the country bear be to ponder how a whole segment of pop music history have be allow to get wet fuzzy and sticky
"we get light showers of emotion a couple of times , but then -- strangely -- these wane to an inconsistent and ultimately unsatisfying drizzle . 
",negative,we get light shower of emotion a couple of time but then strangely these wane to an inconsistent and ultimately unsatisfying drizzle
"summer's far too fleeting to squander on offal like this . 
",negative,summer  far too fleeting to squander on offal like this
"the film is grossly contradictory in conveying its social message , if indeed there is one . 
",negative,the film be grossly contradictory in convey its social message if indeed there be one
"often lingers just as long on the irrelevant as on the engaging , which gradually turns what time is it there ? into how long is this movie ? 
",negative,often linger just as long on the irrelevant as on the engaging which gradually turn what time be it there into how long be this movie
"too bad kramer couldn't make a guest appearance to liven things up . 
",negative,too bad kramer could not make a guest appearance to liven thing up
"deuces wild is an encyclopedia of cliches that shoplifts shamelessly from farewell-to-innocence movies like the wanderers and a bronx tale without cribbing any of their intelligence . 
",negative,deuce wild be an encyclopedia of cliche that shoplift shamelessly from farewell to innocence movie like the wanderer and a bronx tale without crib any of their intelligence
"it's a barely tolerable slog over well-trod ground . 
",negative,it be a barely tolerable slog over well trod ground
"epps has neither the charisma nor the natural affability that has made tucker a star . 
",negative,epps have neither the charisma nor the natural affability that have make tucker a star
"it's sweet . . . but just a little bit too precious at the start and a little too familiar at the end . 
",negative,it be sweet but just a little bit too precious at the start and a little too familiar at the end
"a dull , dumb and derivative horror film . 
",negative,a dull dumb and derivative horror film
"an awkwardly contrived exercise in magic realism . 
",negative,an awkwardly contrive exercise in magic realism
"demme gets a lot of flavor and spice into his charade remake , but he can't disguise that he's spiffing up leftovers that aren't so substantial or fresh . 
",negative,demme get a lot of flavor and spice into his charade remake but he ca not disguise that he be spiffe up leftover that be not so substantial or fresh
"this is a heartfelt story . . . it just isn't a very involving one . 
",negative,this be a heartfelt story it just be not a very involve one
"these self-styled athletes have banged their brains into the ground so frequently and furiously , their capacity to explain themselves has gone the same way as their natural instinct for self-preservation . 
",negative,these self style athlete have bang their brain into the ground so frequently and furiously their capacity to explain themselves have go the same way as their natural instinct for self preservation
"the fact that the 'best part' of the movie comes from a 60-second homage to one of demme's good films doesn't bode well for the rest of it . 
",negative,the fact that the good part of the movie come from a 60 second homage to one of demme  good film do not bode well for the rest of it
"richard pryor mined his personal horrors and came up with a treasure chest of material , but lawrence gives us mostly fool's gold . 
",negative,richard pryor mine his personal horror and come up with a treasure chest of material but lawrence give we mostly fool  gold
"the band performances featured in drumline are red hot . . . [but] from a mere story point of view , the film's ice cold . 
",negative,the band performance feature in drumline be red hot but from a mere story point of view the film  ice cold
" . . . built on the premise that middle-class arkansas consists of monster truck-loving good ol' boys and peroxide blond honeys whose worldly knowledge comes from tv reruns and supermarket tabloids . 
",negative,build on the premise that middle class arkansas consist of monster truck love good ol' boy and peroxide blond honey whose worldly knowledge come from tv rerun and supermarket tabloid
"a laughable -- or rather , unlaughable -- excuse for a film . 
",negative,a laughable or rather unlaughable excuse for a film
"the sequel is everything the original was not : contrived , overblown and tie-in ready . 
",negative,the sequel be everything the original be not contrived overblown and tie in ready
"like a grinning jack o' lantern , its apparent glee is derived from a lobotomy , having had all its vital essence scooped out and discarded . 
",negative,like a grin jack o lantern its apparent glee be derive from a lobotomy having have all its vital essence scoop out and discard
"a sentimental hybrid that could benefit from the spice of specificity . 
",negative,a sentimental hybrid that could benefit from the spice of specificity
" . . . familiar and predictable , and 4/5ths of it might as well have come from a xerox machine rather than ( writer-director ) franc . reyes' word processor . 
",negative,familiar and predictable and 4/5th of it might as well have come from a xerox machine rather than writer director franc reyes word processor
"give shapiro , goldman , and bolado credit for good intentions , but there's nothing here that they couldn't have done in half an hour . 
",negative,give shapiro goldman and bolado credit for good intention but there be nothing here that they could not have do in half an hour
"it's so devoid of joy and energy it makes even jason x . . . look positively shakesperean by comparison . 
",negative,it be so devoid of joy and energy it make even jason x look positively shakesperean by comparison
"a little objectivity could have gone a long way . 
",negative,a little objectivity could have go a long way
"one of the worst films of 2002 . 
",negative,one of the bad film of 2002
"i believe silberling had the best intentions here , but he just doesn't have the restraint to fully realize them . 
",negative,I believe silberle have the good intention here but he just do not have the restraint to fully realize they
"plays like an unbalanced mixture of graphic combat footage and almost saccharine domestic interludes that are pure hollywood . 
",negative,play like an unbalanced mixture of graphic combat footage and almost saccharine domestic interlude that be pure hollywood
"mctiernan's remake may be lighter on its feet -- the sober-minded original was as graceful as a tap-dancing rhino -- but it is just as boring and as obvious . 
",negative,mctiernan  remake may be light on its foot the sober minded original be as graceful as a tap dance rhino but it be just as boring and as obvious
"high crimes carries almost no organic intrigue as a government/ marine/legal mystery , and that's because the movie serves up all of that stuff , nearly subliminally , as the old-hat province of male intrigue . 
",negative,high crime carry almost no organic intrigue as a government/ marine legal mystery and that be because the movie serve up all of that stuff nearly subliminally as the old hat province of male intrigue
"this movie is about the worst thing chan has done in the united states . 
",negative,this movie be about the bad thing chan have do in the united state
"the explosion essentially ruined -- or , rather , overpowered -- the fiction of the movie for me . 
",negative,the explosion essentially ruin or rather overpower the fiction of the movie for I
"this ludicrous film is predictable at every turn . 
",negative,this ludicrous film be predictable at every turn
"an incredibly irritating comedy about thoroughly vacuous people . . . manages to embody the worst excesses of nouvelle vague without any of its sense of fun or energy . 
",negative,an incredibly irritating comedy about thoroughly vacuous people manage to embody the bad excess of nouvelle vague without any of its sense of fun or energy
"the film desperately sinks further and further into comedy futility . 
",negative,the film desperately sink far and far into comedy futility
"instead of a balanced film that explains the zeitgeist that is the x games , we get a cinematic postcard that's superficial and unrealized . 
",negative,instead of a balanced film that explain the zeitgeist that be the x game we get a cinematic postcard that be superficial and unrealized
"the crassness of this reactionary thriller is matched only by the ridiculousness of its premise . 
",negative,the crassness of this reactionary thriller be match only by the ridiculousness of its premise
"i wish it would have just gone more over-the-top instead of trying to have it both ways . 
",negative,I wish it would have just go more over the top instead of try to have it both way
"the superior plotline isn't quite enough to drag along the dead ( water ) weight of the other . 
",negative,the superior plotline be not quite enough to drag along the dead water weight of the other
"the film doesn't really care about the thousands of americans who die hideously , it cares about how ryan meets his future wife and makes his start at the cia . 
",negative,the film do not really care about the thousand of american who die hideously it care about how ryan meet his future wife and make his start at the cia
"adrift , bentley and hudson stare and sniffle , respectively , as ledger attempts , in vain , to prove that movie-star intensity can overcome bad hair design . 
",negative,adrift bentley and hudson stare and sniffle respectively as ledger attempt in vain to prove that movie star intensity can overcome bad hair design
"after an hour and a half of wondering -- sometimes amusedly , sometimes impatiently -- just what this strenuously unconventional movie is supposed to be , you discover that the answer is as conventional as can be . 
",negative,after an hour and a half of wondering sometimes amusedly sometimes impatiently just what this strenuously unconventional movie be suppose to be you discover that the answer be as conventional as can be
"'linklater fans , or pretentious types who want to appear avant-garde will suck up to this project . . . '
",negative,linklater fan or pretentious type who want to appear avant garde will suck up to this project
"a woefully dull , redundant concept that bears more than a whiff of exploitation , despite iwai's vaunted empathy . 
",negative,a woefully dull redundant concept that bear more than a whiff of exploitation despite iwai  vaunted empathy
"screenwriter chris ver weil's directing debut is good-natured and never dull , but its virtues are small and easily overshadowed by its predictability . 
",negative,screenwriter chris ver weil  direct debut be good natured and never dull but its virtue be small and easily overshadow by its predictability
"if you really want to understand what this story is really all about , you're far better served by the source material . 
",negative,if you really want to understand what this story be really all about you be far well serve by the source material
"it's mildly sentimental , unabashedly consumerist . . . studiously inoffensive and completely disposable . 
",negative,it be mildly sentimental unabashedly consumerist studiously inoffensive and completely disposable
"like its title character , esther kahn is unusual but unfortunately also irritating . 
",negative,like its title character esther kahn be unusual but unfortunately also irritate
"the star who helped give a spark to "" chasing amy "" and "" changing lanes "" falls flat as thinking man cia agent jack ryan in this summer's new action film , "" the sum of all fears . "" 
",negative,the star who helped give a spark to chase amy and change lane fall flat as think man cia agent jack ryan in this summer  new action film the sum of all fear
"a summary of the plot doesn't quite do justice to the awfulness of the movie , for that comes through all too painfully in the execution . 
",negative,a summary of the plot do not quite do justice to the awfulness of the movie for that come through all too painfully in the execution
"every conceivable mistake a director could make in filming opera has been perpetrated here . 
",negative,every conceivable mistake a director could make in film opera have be perpetrate here
"snoots will no doubt rally to its cause , trotting out threadbare standbys like 'masterpiece' and 'triumph' and all that malarkey , but rarely does an established filmmaker so ardently waste viewers' time with a gobbler like this . 
",negative,snoot will no doubt rally to its cause trot out threadbare standby like masterpiece and triumph and all that malarkey but rarely do an establish filmmaker so ardently waste viewer time with a gobbler like this
"[the film's] taste for "" shock humor "" will wear thin on all but those weaned on the comedy of tom green and the farrelly brothers . 
",negative,the film  taste for shock humor will wear thin on all but those wean on the comedy of tom green and the farrelly brother
"any enjoyment will be hinge from a personal threshold of watching sad but endearing characters do extremely unconventional things . 
",negative,any enjoyment will be hinge from a personal threshold of watch sad but endearing character do extremely unconventional thing
"if legendary shlockmeister ed wood had ever made a movie about a vampire , it probably would look a lot like this alarming production , adapted from anne rice's novel the vampire chronicles . 
",negative,if legendary shlockmeister ed wood have ever make a movie about a vampire it probably would look a lot like this alarming production adapt from anne rice  novel the vampire chronicle
"hardly a nuanced portrait of a young woman's breakdown , the film nevertheless works up a few scares . 
",negative,hardly a nuanced portrait of a young woman  breakdown the film nevertheless work up a few scare
"interminably bleak , to say nothing of boring . 
",negative,interminably bleak to say nothing of boring
"things really get weird , though not particularly scary : the movie is all portent and no content . 
",negative,thing really get weird though not particularly scary the movie be all portent and no content
"it's difficult to discern if this is a crazy work of disturbed genius or merely 90 minutes of post-adolescent electra rebellion . 
",negative,it be difficult to discern if this be a crazy work of disturbed genius or merely 90 minute of post adolescent electra rebellion
"bogs down badly as we absorb jia's moody , bad-boy behavior which he portrays himself in a one-note performance . 
",negative,bogs down badly as we absorb jia  moody bad boy behavior which he portray himself in a one note performance
"the camera whirls ! the camera twirls ! oh , look at that clever angle ! wow , a jump cut ! 
",negative,the camera whirl the camera twirl oh look at that clever angle wow a jump cut
"demme finally succeeds in diminishing his stature from oscar-winning master to lowly studio hack . 
",negative,demme finally succeed in diminish his stature from oscar win master to lowly studio hack
"the action scenes have all the suspense of a 20-car pileup , while the plot holes are big enough for a train car to drive through -- if kaos hadn't blown them all up . 
",negative,the action scene have all the suspense of a 20 car pileup while the plot hole be big enough for a train car to drive through if kao have not blow they all up
"it almost feels as if the movie is more interested in entertaining itself than in amusing us . 
",negative,it almost feel as if the movie be more interested in entertain itself than in amuse we
"it puts washington , as honest working man john q . archibald , on a pedestal , then keeps lifting the pedestal higher . 
",negative,it put washington as honest working man john q archibald on a pedestal then keep lift the pedestal higher
"ultimately , the film amounts to being lectured to by tech-geeks , if you're up for that sort of thing . 
",negative,ultimately the film amount to be lecture to by tech geek if you be up for that sort of thing
"far more enjoyable than its predecessor . 
",negative,far more enjoyable than its predecessor
"[gayton's script] telegraphs every discovery and layers on the gloss of convenience . 
",negative,gayton  script telegraphs every discovery and layer on the gloss of convenience
"full frontal , which opens today nationwide , could almost be classified as a movie-industry satire , but it lacks the generous inclusiveness that is the genre's definitive , if disingenuous , feature . 
",negative,full frontal which open today nationwide could almost be classify as a movie industry satire but it lack the generous inclusiveness that be the genre  definitive if disingenuous feature
"a ragbag of cliches . 
",negative,a ragbag of cliche
"this rough trade punch-and-judy act didn't play well then and it plays worse now . 
",negative,this rough trade punch and judy act do not play well then and it play bad now
"a reality-snubbing hodgepodge . 
",negative,a reality snub hodgepodge
"the three leads produce adequate performances , but what's missing from this material is any depth of feeling . 
",negative,the three lead produce adequate performance but what be miss from this material be any depth of feeling
"it's possible that something hip and transgressive was being attempted here that stubbornly refused to gel , but the result is more puzzling than unsettling . 
",negative,it be possible that something hip and transgressive be be attempt here that stubbornly refuse to gel but the result be more puzzling than unsettling
"this painfully unfunny farce traffics in tired stereotypes and encumbers itself with complications . . . that have no bearing on the story . 
",negative,this painfully unfunny farce traffic in tired stereotype and encumber itself with complication that have no bearing on the story
"short and sweet , but also more than anything else slightâ€¦ tadpole pulls back from the consequences of its own actions and revelations . 
",negative,short and sweet but also more than anything else slightâ€ ¦ tadpole pull back from the consequence of its own action and revelation
"has its moments , but it's pretty far from a treasure . 
",negative,have its moment but it be pretty far from a treasure
"what more can be expected from a college comedy that's target audience hasn't graduated from junior high school ? 
",negative,what more can be expect from a college comedy that be target audience have not graduate from junior high school
"collateral damage offers formula payback and the big payoff , but the explosions tend to simply hit their marks , pyro-correctly . 
",negative,collateral damage offer formula payback and the big payoff but the explosion tend to simply hit their mark pyro correctly
"the plan to make enough into â€˜an inspiring tale of survival wrapped in the heart-pounding suspense of a stylish psychological thriller' has flopped as surely as a soufflÃ© gone wrong . 
",negative,the plan to make enough into â€˜an inspiring tale of survival wrap in the heart pound suspense of a stylish psychological thriller have flop as surely as a soufflÃ © go wrong
"instead of letting the laughs come as they may , lawrence unleashes his trademark misogyny -- er , comedy -- like a human volcano or an overflowing septic tank , take your pick . 
",negative,instead of let the laugh come as they may lawrence unleash his trademark misogyny er comedy like a human volcano or an overflowing septic tank take your pick
"you know that ten bucks you'd spend on a ticket ? just send it to cranky . we don't get paid enough to sit through crap like this . 
",negative,you know that ten buck you 'd spend on a ticket just send it to cranky we do not get pay enough to sit through crap like this
"an even more predictable , cliche-ridden endeavor than its predecessor . 
",negative,an even more predictable cliche ridden endeavor than its predecessor
"the whole thing plays like a tired tyco ad . 
",negative,the whole thing play like a tired tyco ad
"the film doesn't show enough of the creative process or even of what was created for the non-fan to figure out what makes wilco a big deal . 
",negative,the film do not show enough of the creative process or even of what be create for the non fan to figure out what make wilco a big deal
"the soupy end result has the odd distinction of being playful without being fun , too . 
",negative,the soupy end result have the odd distinction of be playful without be fun too
"no , i don't know why steven seagal is considered a star , nor why he keeps being cast in action films when none of them are ever any good or make any money . 
",negative,no I do not know why steven seagal be consider a star nor why he keep be cast in action film when none of they be ever any good or make any money
"even by the intentionally low standards of frat-boy humor , sorority boys is a bowser . 
",negative,even by the intentionally low standard of frat boy humor sorority boy be a bowser
"one well-timed explosion in a movie can be a knockout , but a hundred of them can be numbing . proof of this is ballistic : ecks vs . sever . 
",negative,one well time explosion in a movie can be a knockout but a hundred of they can be numb proof of this be ballistic eck vs sever
"halfway through , however , having sucked dry the undead action flick formula , blade ii mutates into a gross-out monster movie with effects that are more silly than scary . 
",negative,halfway through however having suck dry the undead action flick formula blade ii mutate into a gross out monster movie with effect that be more silly than scary
"weighted down with slow , uninvolving storytelling and flat acting . 
",negative,weight down with slow uninvolving storytelling and flat acting
"we can't accuse kung pow for misfiring , since it is exactly what it wants to be : an atrociously , mind-numbingly , indescribably bad movie . unfortunately , we'd prefer a simple misfire . 
",negative,we ca not accuse kung pow for misfire since it be exactly what it want to be an atrociously mind numbingly indescribably bad movie unfortunately we 'd prefer a simple misfire
"there isn't one moment in the film that surprises or delights . 
",negative,there be not one moment in the film that surprise or delight
"'wouldn't it be nice if all guys got a taste of what it's like on the other side of the bra ? '
",negative,would not it be nice if all guy get a taste of what it be like on the other side of the bra
"the movie is essentially a series of fleetingly interesting actors' moments . 
",negative,the movie be essentially a series of fleetingly interesting actor moment
"most of the information has already appeared in one forum or another and , no matter how broomfield dresses it up , it tends to speculation , conspiracy theories or , at best , circumstantial evidence . 
",negative,most of the information have already appear in one forum or another and no matter how broomfield dress it up it tend to speculation conspiracy theory or at good circumstantial evidence
"this movie , a certain scene in particular , brought me uncomfortably close to losing my lunch . 
",negative,this movie a certain scene in particular bring I uncomfortably close to lose my lunch
"the secrets of time travel will have been discovered , indulged in and rejected as boring before i see this piece of crap again . 
",negative,the secret of time travel will have be discover indulge in and reject as boring before I see this piece of crap again
"smug , artificial , ill-constructed and fatally overlong . . . it never finds a consistent tone and lacks bite , degenerating into a pious , preachy soap opera . 
",negative,smug artificial ill construct and fatally overlong it never find a consistent tone and lack bite degenerate into a pious preachy soap opera
"chelsea walls is a case of too many chefs fussing over too weak a recipe . 
",negative,chelsea wall be a case of too many chef fuss over too weak a recipe
"every joke is repeated at least four times . every joke is repeated at least four times . every joke is repeated at least--annoying , isn't it ? 
",negative,every joke be repeat at least four time every joke be repeat at least four time every joke be repeat at least annoying be not it
"comes across as a fairly weak retooling . 
",negative,come across as a fairly weak retooling
"the lousy lead performances . . . keep the movie from ever reaching the comic heights it obviously desired . 
",negative,the lousy lead performance keep the movie from ever reach the comic height it obviously desire
"its and pieces of the hot chick are so hilarious , and schneider's performance is so fine , it's a real shame that so much of the movie -- again , as in the animal -- is a slapdash mess . 
",negative,its and piece of the hot chick be so hilarious and schneider  performance be so fine it be a real shame that so much of the movie again as in the animal be a slapdash mess
"[creates] the worst kind of mythologizing , the kind that sacrifices real heroism and abject suffering for melodrama . 
",negative,create the bad kind of mythologizing the kind that sacrifice real heroism and abject suffering for melodrama
"the movie resolutely avoids all the comic possibilities of its situation , and becomes one more dumb high school comedy about sex gags and prom dates . 
",negative,the movie resolutely avoid all the comic possibility of its situation and become one more dumb high school comedy about sex gag and prom date
"earnest and heartfelt but undernourished and plodding . 
",negative,earnest and heartfelt but undernourished and plodding
"a sugar-coated rocky whose valuable messages are forgotten 10 minutes after the last trombone honks . 
",negative,a sugar coat rocky whose valuable message be forget 10 minute after the last trombone honk
"romanek keeps adding flourishes -- artsy fantasy sequences -- that simply feel wrong . they cheapen the overall effect . 
",negative,romanek keep add flourish artsy fantasy sequence that simply feel wrong they cheapen the overall effect
"has all the complexity and realistic human behavior of an episode of general hospital . 
",negative,have all the complexity and realistic human behavior of an episode of general hospital
"an acceptable way to pass a little over an hour with moviegoers ages 8-10 , but it's unlikely to inspire anything more than a visit to mcdonald's , let alone some savvy street activism . 
",negative,an acceptable way to pass a little over an hour with moviegoer age 8 10 but it be unlikely to inspire anything more than a visit to mcdonald  let alone some savvy street activism
"[allen's] been making piffle for a long while , and hollywood ending may be his way of saying that piffle is all that the airhead movie business deserves from him right now . 
",negative,allen  be make piffle for a long while and hollywood ending may be his way of say that piffle be all that the airhead movie business deserve from he right now
"an exercise in cynicism every bit as ugly as the shabby digital photography and muddy sound . 
",negative,an exercise in cynicism every bit as ugly as the shabby digital photography and muddy sound
"mildly amusing . 
",negative,mildly amusing
"not good enough to pass for a litmus test of the generation gap and not bad enough to repulse any generation of its fans . 
",negative,not good enough to pass for a litmus test of the generation gap and not bad enough to repulse any generation of its fan
"the movie is silly beyond comprehension , and even if it weren't silly , it would still be beyond comprehension . 
",negative,the movie be silly beyond comprehension and even if it be not silly it would still be beyond comprehension
"watchable up until the point where the situations and the dialogue spin hopelessly out of control -- that is to say , when carol kane appears on the screen . 
",negative,watchable up until the point where the situation and the dialogue spin hopelessly out of control that be to say when carol kane appear on the screen
"the scriptwriters are no less a menace to society than the film's characters . 
",negative,the scriptwriter be no less a menace to society than the film  character
"fairly run-of-the-mill . 
",negative,fairly run of the mill
"merchant hasn't directed this movie so much as produced it -- like sausage . 
",negative,merchant have not direct this movie so much as produce it like sausage
"the film has a nearly terminal case of the cutes , and it's neither as funny nor as charming as it thinks it is . 
",negative,the film have a nearly terminal case of the cutis and it be neither as funny nor as charming as it think it be
"more a gunfest than a rock concert . 
",negative,more a gunfest than a rock concert
"it's a frightful vanity film that , no doubt , pays off what debt miramax felt they owed to benigni . 
",negative,it be a frightful vanity film that no doubt pay off what debt miramax feel they owe to benigni
"a muddy psychological thriller rife with miscalculations . it makes me say the obvious : abandon all hope of a good movie ye who enter here . 
",negative,a muddy psychological thriller rife with miscalculation it make I say the obvious abandon all hope of a good movie ye who enter here
"mildly entertaining . 
",negative,mildly entertaining
"it's not original enough . 
",negative,it be not original enough
"a listless sci-fi comedy in which eddie murphy deploys two guises and elaborate futuristic sets to no particularly memorable effect . 
",negative,a listless sci fi comedy in which eddie murphy deploy two guise and elaborate futuristic set to no particularly memorable effect
"terrible . 
",negative,terrible
"little more than a super-sized infomercial for the cable-sports channel and its summer x games . 
",negative,little more than a super sized infomercial for the cable sport channel and its summer x game
"degenerates into hogwash . 
",negative,degenerate into hogwash
"a generic bloodbath that often becomes laughably unbearable when it isn't merely offensive . 
",negative,a generic bloodbath that often become laughably unbearable when it be not merely offensive
"julie davis is the kathie lee gifford of film directors , sadly proving once again ego doesn't always go hand in hand with talent . 
",negative,julie davis be the kathie lee gifford of film director sadly prove once again ego do not always go hand in hand with talent
"an unholy mess , driven by the pathetic idea that if you shoot something on crummy-looking videotape , it must be labelled 'hip' , 'innovative' and 'realistic' . 
",negative,an unholy mess drive by the pathetic idea that if you shoot something on crummy look videotape it must be label hip innovative and realistic
"the story's pathetic and the gags are puerile . 
",negative,the story  pathetic and the gag be puerile
" . curiously , super troopers suffers because it doesn't have enough vices to merit its 103-minute length . 
",negative,curiously super trooper suffer because it do not have enough vice to merit its 103 minute length
"so bland and utterly forgettable that it might as well have been titled generic jennifer lopez romantic comedy . 
",negative,so bland and utterly forgettable that it might as well have be title generic jennifer lopez romantic comedy
"i was sent a copyof this film to review on dvd . for free . i still want my money back . 
",negative,I be send a copyof this film to review on dvd for free I still want my money back
"it plods along methodically , somehow under the assumption that its "" dead wife communicating from beyond the grave "" framework is even remotely new or interesting . 
",negative,it plod along methodically somehow under the assumption that its dead wife communicate from beyond the grave framework be even remotely new or interesting
"it's hard to believe that a relationship like holly and marina's could survive the hothouse emotions of teendom , and its longevity gets more inexplicable as the characterizations turn more crassly reductive . 
",negative,it be hard to believe that a relationship like holly and marina  could survive the hothouse emotion of teendom and its longevity get more inexplicable as the characterization turn more crassly reductive
"all too familiar . . . basically the sort of cautionary tale that was old when 'angels with dirty faces' appeared in 1938 . 
",negative,all too familiar basically the sort of cautionary tale that be old when angel with dirty face appear in 1938
"â€¦passable enough for a shoot-out in the o . k . court house of life type of flick . strictly middle of the road . 
",negative,â€ ¦ passable enough for a shoot out in the o k court house of life type of flick strictly middle of the road
"although purportedly a study in modern alienation , it's really little more than a particularly slanted , gay s/m fantasy , enervating and deadeningly drawn-out . 
",negative,although purportedly a study in modern alienation it be really little more than a particularly slant gay s m fantasy enervating and deadeningly draw out
"after the first 10 minutes , which is worth seeing , the movie sinks into an abyss of clichÃ©s , depression and bad alternative music . 
",negative,after the first 10 minute which be worth see the movie sink into an abyss of clichÃ © s depression and bad alternative music
"no one can doubt the filmmakers' motives , but the guys still feels counterproductive . 
",negative,no one can doubt the filmmaker motive but the guy still feel counterproductive
"a very slow , uneventful ride around a pretty tattered old carousel . 
",negative,a very slow uneventful ride around a pretty tattered old carousel
"with little visible talent and no energy , colin hanks is in bad need of major acting lessons and maybe a little coffee . 
",negative,with little visible talent and no energy colin hanks be in bad need of major act lesson and maybe a little coffee
" "" feardotcom "" has the makings of an interesting meditation on the ethereal nature of the internet and the otherworldly energies it could channel , but it simply becomes a routine shocker . 
",negative,feardotcom have the making of an interesting meditation on the ethereal nature of the internet and the otherworldly energy it could channel but it simply become a routine shocker
"a meatballs for the bare-midriff generation . 
",negative,a meatball for the bare midriff generation
"well-meaning to a fault , antwone fisher manages the dubious feat of turning one man's triumph of will into everyman's romance comedy . 
",negative,well meaning to a fault antwone fisher manage the dubious feat of turn one man  triumph of will into everyman  romance comedy
"seemingly disgusted with the lazy material and the finished product's unshapely look , director fisher stevens inexplicably dips key moments from the film in waking life water colors . 
",negative,seemingly disgusted with the lazy material and the finished product  unshapely look director fisher stevens inexplicably dip key moment from the film in wake life water color
"formula 51 promises a new kind of high but delivers the same old bad trip . 
",negative,formula 51 promise a new kind of high but deliver the same old bad trip
"everything that was right about blade is wrong in its sequel . 
",negative,everything that be right about blade be wrong in its sequel
"a few energetic stunt sequences briefly enliven the film , but the wheezing terrorist subplot hasn't the stamina for the 100-minute running time , and the protagonists' bohemian boorishness mars the spirit of good clean fun . 
",negative,a few energetic stunt sequence briefly enliven the film but the wheeze terrorist subplot have not the stamina for the 100 minute running time and the protagonist bohemian boorishness mar the spirit of good clean fun
"the film was produced by jerry bruckheimer and directed by joel schumacher , and reflects the worst of their shallow styles : wildly overproduced , inadequately motivated every step of the way and demographically targeted to please every one ( and no one ) . 
",negative,the film be produce by jerry bruckheimer and direct by joel schumacher and reflect the bad of their shallow style wildly overproduced inadequately motivate every step of the way and demographically target to please every one and no one
"disney again ransacks its archives for a quick-buck sequel . 
",negative,disney again ransack its archive for a quick buck sequel
